category,variable,label,measure,values,projects
Medical History,injurydate2_36803c,"How old were you when you had this injury?  [Ask participant to make their best guess about the date. Try to remind the participant about seasons or events that might have been happening around the date of the surgery to jog their memory]: [med_hx_when_injury2]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurydate3,How old were you when you had this injury?  [Ask participant to make their best guess about the date. Try to remind the participant about seasons or events that might have been happening around the date of the surgery to jog their memory].,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurydate3_e3a416,"How old were you when you had this injury?  [Ask participant to make their best guess about the date. Try to remind the participant about seasons or events that might have been happening around the date of the surgery to jog their memory]: [med_hx_when_injury3]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryeating1,"How did the injury impact your eating habits? [If it did not impact, write N/A]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryeating1_20e188,"How did the injury impact your eating habits? [If it did not impact, write N/A]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryeating2,"How did the injury impact your eating habits? [If it did not impact, write N/A]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryeating2_a37919,"How did the injury impact your eating habits? [If it did not impact, write N/A]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryeating3,"How did the injury impact your eating habits? [If it did not impact, write N/A]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryeating3_202c88,"How did the injury impact your eating habits? [If it did not impact, write N/A]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryeatingnormal1,When did your eating habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryeatingnormal1_345487,When did your eating habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryeatingnormal2,When did your eating habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryeatingnormal2_da9ed1,When did your eating habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryeatingnormal3,When did your eating habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryeatingnormal3_9c7cbc,When did your eating habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryheader1,Injury 1,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryheader1_e394fc,"Injury 1: [med_hx_injury1]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryheader2,Injury 2,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryheader2_56fcd0,Injury 2: [med_hx_injury2],POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryheader3,Injury 3,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryheader3_d7962f,"Injury 3: [med_hx_injury3]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurynum,How many major injuries have you had? [Injuries that impacted eating or activity levels],POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurynum_b89465,How many major injuries have you had? [Injuries that impacted eating or activity levels],POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryreason1,Please explain the injury.,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryreason1_ad2982,Additional info:,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryreason2,Please explain the injury.,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryreason2_d80f93,Additional Info,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryreason3,Please explain the injury.,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injuryreason3_a9db87,Additional Info:,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurytreat1,How were you treated for this injury?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurytreat1_2ef84b,How were you treated for this injury?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurytreat2,How were you treated for this injury?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurytreat2_85e489,How were you treated for this injury?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurytreat3,How were you treated for this injury?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurytreat3_d73a1a,How were you treated for this injury?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurytxend1,Date that you ended treatment?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurytxend1_15170d,Date that you ended treatment?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurytxend2,Date that you ended treatment?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurytxend2_7e062e,Date that you ended treatment?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurytxend3,Date that you ended treatment?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurytxend3_4b0628,Date that you ended treatment?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurytxstart1,Date that you began treatment?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurytxstart1_f14651,Date that you began treatment?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurytxstart2,Date that you began treatment?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurytxstart2_b637b5,Date that you began treatment?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurytxstart3,Date that you began treatment?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,injurytxstart3_0098c6,Date that you began treatment?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,lax_directions,"Starting with the first time the participant used laxatives for this purpose, ask the participant how many times per month they were using laxatives. Mark this number on the timeline below. Repeat this for each 6-month increment until you reach the age at which the participant last used laxatives. For example, if the participant started this behavior at 14 years old, obtain the frequency of the behavior per month at 14 years old, 14.5 years old, 15 years old, etc. until you reach the age at which they last engaged in the behavior. For each age at which the participant was using laxatives, ask the participant to describe their average dose.",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,lax_directions_37eae8,"Starting with the first time the participant used laxatives for this purpose, ask the participant how many times per month they were using laxatives. Mark this number on the timeline below. Repeat this for each 6-month increment until you reach the age at which the participant last used laxatives. For example, if the participant started this behavior at 14 years old, obtain the frequency of the behavior per month at 14 years old, 14.5 years old, 15 years old, etc. until you reach the age at which they last engaged in the behavior. For each age at which the participant was using laxatives, ask the participant to describe their average dose.",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,lax_endage,How old were you the last time you used laxatives for this purpose?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,lax_endage_55f6d2,How old were you the last time you used laxatives for this purpose?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,lax_peak,"At the peak of your laxative use, how many times per month were you using them?",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,lax_peak_dffefd,"At the peak of your laxative use, how many times per month were you using them?",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,lax_startage,How old were you when you first used laxatives for this purpose?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,lax_startage_e54b67,How old were you when you first used laxatives for this purpose?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,lax_yesno,Has there ever been a time where you used laxatives to control or influence your weight/shape?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,lax_yesno_ec4584,Has there ever been a time where you used laxatives to control or influence your weight/shape?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,lowest_weight,What was your lowest weight one year post puberty?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,max_height,"Compared to your classmates/friends, prior to puberty what was your highest weight?",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med1,Medication 1 name:,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med1_feffbf,"Medication 1 name: [med_name]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med1cons,Did you take this medication consistently during this timeframe?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med1cons_f22736,Did you take this medication consistently during this timeframe?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med1dose,Medication 1 dose:,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med1dose_316442,"Medication 1 dose: [med_dosage]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med1end,Medication 1 end date:,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med1end_2932b6,"Medication 1 end date: [med_end_date]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med1explain,Please explain.,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med1explain_95f5a2,Please explain.,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med1start,Medication 1 start date:,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med1start_85f743,"Medication 1 start date: [med_start_date]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med2,Medication 2 name:,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med2_76869d,"Medication 2 name: [med_name_2]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med2cons,Did you take this medication consistently during this timeframe?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med2cons_c67e4e,Did you take this medication consistently during this timeframe?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med2dose,Medication 2 dose:,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med2dose_5ce475,"Medication 2 dose: [med_dosage_2]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med2end,Medication 2 end date:,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med2end_0012b7,"Medication 2 end date: [med_end_date_2]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med2explain,Please explain.,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med2explain_c1f48e,Please explain.,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med2start,Medication 2 start date:,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med2start_8f1755,"Medication 2 start date: [med_start_date_2]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med3,Medication 3 name:,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med3_97f5ff,"Medication 3 name: [med_name_3]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med3cons,Did you take this medication consistently during this timeframe?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med3cons_fdc932,Did you take this medication consistently during this timeframe?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med3dose,Medication 3 dose:,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med3dose_3b0a41,"Medication 3 dose: [med_dosage_3]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med3end,Medication 3 end date:,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med3end_7dd50e,"Medication 3 end date: [med_end_date_3]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med3explain,Please explain.,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med3explain_23c1eb,Please explain.,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med3start,Medication 3 start date:,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med3start_df5b1d,"Medication 3 start date: [med_start_date_3]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_add,Any additional information?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_add_52e082,Any additional information?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_cond_impact1,"Please describe any impacts this medical condition had on your eating habits, activity levels, or weight.",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_cond_impact1_c13f46,"Please describe any impacts this medical condition had on your eating habits, activity levels, or weight.",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_cond_impact2,"Please describe any impacts this medical condition had on your eating habits, activity levels, or weight.",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_cond_impact3,"Please describe any impacts this medical condition had on your eating habits, activity levels, or weight.",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_condition1,Medical Condition 1,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_condition1_acc970,Medical Condition 1: [medical_condition_name],POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_condition2,Medical Condition 2: [medical_condition_name_2],POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_condition3,Medical Condition 3: [medical_condition_name_3],POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_confident,How confident are you in your answers about medications?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_confident_318724,How confident are you in your answers about medications?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_dx1,Date of diagnosis,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_dx1_4faeac,"Date of diagnosis: [medical_conditon_diagnosis]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_dx2,"Date of diagnosis: [medical_conditon_diagnosis_2]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_dx3,"Date of diagnosis: [medical_conditon_diagnosis_3]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_endage,How old were you the last time you used this medication for this purpose?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_endage_320de1,How old were you the last time you used this medication for this purpose?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_info,Additional info?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_info_a4a249,Additional info?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_peak,"At the peak of your [INSERT MEDICATION HERE] use, how many times per month were you using it?",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_peak_3f3be3,"At the peak of your [INSERT MEDICATION HERE] use, how many times per month were you using it?",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_yesno,Has there ever been a time where you used another medication to control or influence your weight/shape?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,med_yesno_29ffdb,Has there ever been a time where you used another medication to control or influence your weight/shape?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,medical_confident,How confident are you in the information you provided about medical conditions?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,medical_confident_8adeb6,How confident are you in the information you provided about medical conditions?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,medicalconditions,How many medical conditions did the participant report in the DCF?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,medicalconditions_31c296,How many non-ED related medical conditions do you have?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mednumb,How many medications have you taken for at least 3 months?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mednumb_388c98,How many medications have you taken for at least 3 months?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,menstrual_age_wh,"To begin, could you tell me at what age you got your first menstrual cycle? (This doesn't have to be when the participants periods became regular)_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mh_confident,How confident are you in the information you provided about mental health conditions?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mh_confident_7b84c7,How confident are you in the information you provided about mental health conditions?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mh_eating1,How did this condition impact your eating habits?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mh_eating1_00d938,"Did this condition impact your eating habits? If yes, how so? [Write N/A if not applicable]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mh_info,Any additional information?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mh_info_183046,Any additional information?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhactivity,How did this condition impact your activity habits?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhactivity_2,How did this condition impact your activity habits?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhactivity_2_071785,How did this condition impact your activity habits?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhactivity_d599ca,"Did this condition impact your activity habits? If yes, how so? [Write N/A if not applicable]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhactnormal1,When did your activity habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhactnormal1_287f65,When did your activity habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhactnormal_2,When did your activity habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhactnormal_2_d54dd6,When did your activity habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhcondition_1,Mental health condition 1:,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhcondition_1_b990c8,"Mental health condition 1: [mental_condition_name]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhcondition_2,Mental health condition 2,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhcondition_2_190a76,Mental health condition 2: [mental_condition_name_2],POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhconditiondate1,"At what age did your symptoms begin?  [Prompt participant to recall date]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhconditiondate1_d71df5,"When did your symptoms begin?:  [mental_onset]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhconditiondate2,"At what age did your symptoms begin?  [Prompt participant to recall date]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhconditiondate2_dc8aa3,"At what age did your symptoms begin?  [Prompt participant to recall date]: [mental_onset_2]_x000D_
_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhconditions,How many mental health conditions did the participant report in the DCF?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhconditions_f5e44b,How many non-ED mental health conditions do you have?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhdxdate1,"Were you diagnosed? If so, at what age?  [Prompt participant to recall date]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhdxdate1_af479c,Date of Diagnosis	: [mental_dx],POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhdxdate_2,"Were you diagnosed? If so, at what age?  [Prompt participant to recall date]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mhdxdate_2_5ef49d,"Were you diagnosed? If so, at what age?  [Prompt participant to recall date]: [mental_dx_2]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mheating_2,How did this condition impact your eating habits?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mheating_2_920cec,How did this condition impact your eating habits?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mheatnorm1,When did your eating habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mheatnorm1_97cbdf,When did your eating habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mheatnorm_2,When did your eating habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,mheatnorm_2_e1625a,When did your eating habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,outside_of_an_ed,"Outside of an eating disorder, did you ever experience a change in your eating habits due another mental health condition or period of stress?",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,outside_of_an_ed_77ce3b,"Outside of an eating disorder, did you ever experience a change in your eating habits due another mental health condition or period of stress?",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,outside_please_explain,Please explain.,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,outside_please_explain_396fa6,Please explain.,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,purge_confident,"How confident are you in your answers about self-induced vomiting, laxative use, diuretic use, and other medication use?",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,purge_confident_0ddc61,"How confident are you in your answers about self-induced vomiting, laxative use, diuretic use, and other medication use?",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,purge_directions,"Starting with the first time the participant made themselves vomit, ask the participant how many times per month they were inducing vomiting. Mark this number on the timeline below. Repeat this for each 6-month increment until you reach the age at which the participant last made themselves vomit. For example, if the participant started this behavior at 14 years old, obtain the frequency of the behavior per month at 14 years old, 14.5 years old, 15 years old, etc. until you reach the age at which they last engaged in the behavior.",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,purge_directions_cc46c7,"Starting with the first time the participant made themselves vomit, ask the participant how many times per month they were inducing vomiting. Mark this number on the timeline below. Repeat this for each 6-month increment until you reach the age at which the participant last made themselves vomit. For example, if the participant started this behavior at 14 years old, obtain the frequency of the behavior per month at 14 years old, 14.5 years old, 15 years old, etc. until you reach the age at which they last engaged in the behavior.",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,purge_endage,How old were you when you last made yourself vomit?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,purge_endage_679dc4,How old were you when you last made yourself vomit?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,purge_info,Additional info?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,purge_info_3fe89a,Additional info?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,purge_peak,"At the peak of your self-induced vomiting, how many times per month were you making yourself vomit?",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,purge_peak_16de2e,"At the peak of your self-induced vomiting, how many times per month were you making yourself vomit?",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,purge_startage,How old were you when you first made yourself vomit?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,purge_startage_1478d6,How old were you when you first made yourself vomit?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,purge_yesno,Has there ever been a time where you made yourself vomit to control or influence your weight/shape?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,purge_yesno_0b8936,Has there ever been a time where you made yourself vomit to control or influence your weight/shape?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,rest_confident,How confident are you in your answers about restriction and weight loss?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,rest_confident_1f321d,How confident are you in your answers about restriction and weight loss?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,rest_directions,"Now, on a timeline, mark the age at which the participant first engaged in restriction and when they last engaged in restriction. Mark 6 month increments along the timeline. For each 6 month increment, assess whether the participant was engaging in clinical, subclinical, or no restriction. _x000D_
_x000D_
Criteria:_x000D_
Did you..._x000D_
_x000D_
1. Deliberately try to limit the overall amount of food you ate? _x000D_
[No = the participant denies attempting to decrease the amount of food they were eating_x000D_
Subclinical = the participant attempted to reduce the amount of food/calories they were eating for a reason other than weight loss, was following a medically-prescribed eating plan in which caloric or food restriction was not drastic, or reduced the amount of food or calories they were eating, but the reduction was not drastic (< 300 calorie reduction from baseline)_x000D_
Clinical = the participant attempted to reduce the amount of food/calories they were eating drastically (> than 300 calorie reduction from baseline)] _x000D_
_x000D_
2. Try to exclude food that you liked from your diet?_x000D_
[No = the participant denies excluding any food they liked from their diet_x000D_
Subclinical = the participant stopped eating 1-2 foods or excluded foods for reasons other than weight loss_x000D_
Clinical = the participant stopped eating more than 2 foods or excluded entire food groups with the goal of losing weight] _x000D_
_x000D_
3. Try to follow rules related to food, such as calorie counting or cutting out food groups?_x000D_
[No = the participant denies following rules related to food_x000D_
Subclinical = the participant read food labels, considered the calories in food before eating it, or followed rules for medical reasons rather than weight loss_x000D_
Clinical = the participant followed a calorie limit, tracked food in an app, or followed rules that significantly limit the amount or types of food they could consume for the purpose of losing weight] _x000D_
_x000D_
4. Skip meals?_x000D_
[No = the participant denies skipping meals (i.e., consistently ate 3 meals per day whenever possible)_x000D_
Subclinical = the participant skipped meals for reasons other than weight loss (not hungry in the morning, lack of time), skipped meals less than twice per week, or skipped meals to ""save calories"" for other meals]_x000D_
Clinical = the participant skipped meals more than 3 times per week for the purposes of weight loss] _x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,rest_directions_42bccf,"Now, on a timeline, mark the age at which the participant first engaged in restriction and when they last engaged in restriction. Mark 6 month increments along the timeline. For each 6 month increment, assess whether the participant was engaging in clinical, subclinical, or no restriction. _x000D_
_x000D_
Criteria:_x000D_
Did you..._x000D_
_x000D_
1. Deliberately try to limit the overall amount of food you ate? _x000D_
[No = the participant denies attempting to decrease the amount of food they were eating_x000D_
Subclinical = the participant attempted to reduce the amount of food/calories they were eating for a reason other than weight loss, was following a medically-prescribed eating plan in which caloric or food restriction was not drastic, or reduced the amount of food or calories they were eating, but the reduction was not drastic (< 300 calorie reduction from baseline)_x000D_
Clinical = the participant attempted to reduce the amount of food/calories they were eating drastically (> than 300 calorie reduction from baseline)] _x000D_
_x000D_
2. Try to exclude food that you liked from your diet?_x000D_
[No = the participant denies excluding any food they liked from their diet_x000D_
Subclinical = the participant stopped eating 1-2 foods or excluded foods for reasons other than weight loss_x000D_
Clinical = the participant stopped eating more than 2 foods or excluded entire food groups with the goal of losing weight] _x000D_
_x000D_
3. Try to follow rules related to food, such as calorie counting or cutting out food groups?_x000D_
[No = the participant denies following rules related to food_x000D_
Subclinical = the participant read food labels, considered the calories in food before eating it, or followed rules for medical reasons rather than weight loss_x000D_
Clinical = the participant followed a calorie limit, tracked food in an app, or followed rules that significantly limit the amount or types of food they could consume for the purpose of losing weight] _x000D_
_x000D_
4. Skip meals?_x000D_
[No = the participant denies skipping meals (i.e., consistently ate 3 meals per day whenever possible)_x000D_
Subclinical = the participant skipped meals for reasons other than weight loss (not hungry in the morning, lack of time), skipped meals less than twice per week, or skipped meals to ""save calories"" for other meals]_x000D_
Clinical = the participant skipped meals more than 3 times per week for the purposes of weight loss] _x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,rest_endage,How old were you when you last engaged in these behaviors to influence your weight?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,rest_endage_f44ba6,How old were you when you last engaged in these behaviors to influence your weight?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,rest_header,WEIGHT LOSS/RESTRICTION,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,rest_header_c8edcf,WEIGHT LOSS/RESTRICTION,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,rest_info,Additional info?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,rest_info_f4d2f2,Additional info?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
