category,variable,label,measure,values,projects
Eating Disorder Behaviors,ed100k_other_ill_plus,"When you weighed much less than other people thought you ought to weigh or were at a low weight, was this due to an illness other than an eating disorder?",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_sig_weightloss_plus,Has there ever been a time when you lost a significant amount of weight (i.e. more than 5lb) in a short period of time (less than 6 months)?,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_stop_driv_ex_plus,How old were you when you stopped engaging in driven exercise to control shape or weight?,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_stop_mens_plus,Did your periods stop at any time when you were at low weight?,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_surgery_other_plus,"If you selected other weight loss surgery above, please describe what surgery you had.",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_surgery_plus,Have you ever had any of the following surgical procedures?,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_underwt_past_plus,Have you ever had a period of time when you weighed much less than other people thought you ought to weigh?,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_vom_age_last_plus,How old were you when you stopped self-induced vomiting?,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_vom_age_plus,How old were you when you self-induced vomiting for the first time?,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_vom_current_plus,Have you engaged in self-induced vomiting to prevent weight gain in the PAST 3 MONTHS?,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_vom_dur_plus,For how long did you self-induce vomiting?,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_vom_freq_plus,"During these periods, how often did you usually self-induce vomiting?",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_vomit_plus,made yourself vomit,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_weightloss_corr_plus,Corrected weight loss.,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_weightloss_plus,"If you have had more than one significant weight loss, think about the time that you lost the most weight. How much weight did you lose during that time?",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_wp_current_plus,Have you used diet pills to prevent weight gain in the PAST 3 MONTHS?,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_wt_current_correct_plus,Corrected weight.,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_wt_current_plus,How much do you currently weigh?,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_wt_heaviest_correct_plus,Corrected weight.,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_wt_hi_lb_correct_plus,Corrected weight.,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_wt_hi_lb_plus,"What is the most you have ever weighed (except during pregnancy, if applicable)?",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_wt_least_correct_plus,Corrected weight.,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_wt_lo_age_plus,How old were you when you were at your lowest weight at your current height? (Years),ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_wt_lowest_correct_plus,Corrected weight.,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_wt_main_correct_plus,Corrected weight.,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100k_wt_setp_correct_plus,Corrected weight.,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_ac1_plus,"If you are paying attention, select ""Strongly agree"".",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_ac_2_plus,"Select ""Slightly"" if you are paying attention.",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_age_plus,Current age,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_bc_other_plus,Describe:,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_bc_type_plus,What type of birth control?,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_binge_exper_label,"When you were experiencing binge eating episodes, did you:",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_binge_no_purge_plus,"Have you had periods of time that lasted three months or more when you had binge-_x000D_
eating episodes AND DID NOT engaged in the compensatory behavior(s), such as self-induced vomiting, laxative/diuretic use, diet pill use, fasting, or excessive exercise?",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_birth_control_plus,"During this time, were you on any form of birth control?",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_bmi_calc_plus,"<div class=""rich-text-field-label""><p style=""text-align: center;"">BMIz AND BMI CALCULATIONS FOR AN</p></div>",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_bmi_cur_hi_plus,Difference between current BMI and highest past BMI,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_close_5lb_plus,How long the participant has been at or close (within 5lbs.) to their present weight (Days),ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_cur_an_bmi_plus,Difference between current and AN BMI,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_cur_an_wt_plus,Difference between current and AN weight,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_cur_binge_cog_plus,Total current binge cognitions,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_cur_binge_freq_plus,"How many times per month, on average over the past 3 months, have you experienced episodes of binge eating?",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_cur_binge_label,"During eating binges in the past three months, did you:",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_cur_bmi_fem_met_plus,"<div class=""rich-text-field-label""><p>Current Low Weight Step 2b)<br><span style=""font-weight: normal;"">Does the participant (female 19 and older) currently have a BMI < 18.5?</span></p></div>",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_cur_date_plus,Current date,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_cur_dex_label,"In the past three months, which of these driven exercise behaviors have you engaged in?",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_cur_drex_comp_plus,Feeling compelled to exercise (like you had to do it) to control your body shape or weight?,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_cur_drex_injur_plus,Exercising despite an injury or illness that would have prevented others from exercising?,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_cur_drex_modify_plus,Modifying your diet/eating habits if you were unable to exercise for any reason?,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_cur_drex_oppor_plus,Declining opportunities to be with friends in order to exercise?,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_cur_drex_plus,How many times per month on average over the past 3 months have you engaged in behaviors of driven exercise? (please provide your answer as a whole number),ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_cur_drex_unease_plus,Feeling uneasy or distressed if unable to exercise?,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_cur_low_wt_fem_plus,"<div class=""rich-text-field-label""><p>Current Low Weight Step 2a)<br><span style=""font-weight: normal;"">Does the participant (female younger than 19) meet current low body weight (having less than a BMIz score of -1)?</span></p></div>",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_cur_lw_fem_plus,"<div class=""rich-text-field-label""><p>Current Low Weight Step 3)</p> <p><span style=""font-weight: normal;"">1 = has current low weight, 0 = Does not currently have a significant low weight</span><br><span style=""font-weight: normal;"">(females)</span></p></div>",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_cur_weight_plus,CURRENT WEIGHT AND HEIGHT,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_current_comp_ex_plus,Have you engaged in more intense exercise specifically to counteract the effects of overeating in the PAST 3 MONTHS?,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_current_low_bmi_plus,Difference between current and lowest BMI,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_current_low_weight_plus,Difference between current and lowest weight,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_current_wt_loss_plus,Current Weight suppression,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_dem_plus,DEMOGRAPHICS,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_diet_pills_plus,"How many times per month, on average over the past 3 months, have you used diet pills to prevent weight gain?",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_dx_criteria_plus,"<div class=""rich-text-field-label""><p style=""text-align: center;"">DIAGNOSTIC CRITERIA</p></div>",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_ed_behaviors_cur_plus,ED BEHAVIORS CURRENT,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_ed_behaviors_past_plus,ED BEHAVIORS HISTORY,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_heaviest_age_plus,How old were you then? (Years),ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_heaviest_bmi_plus,highest developmental BMI,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_heaviest_compare_plus,"Regarding weight and relative to other people of your same age and gender, would you say you were:",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_heaviest_height_plus,How tall were you then? (give your best guess),ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_heaviest_time_plus,Think about the time when you were at your heaviest weight relative to peers your same age and gender.,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_heaviest_weight_plus,How much did you weigh then? (give your best guess),ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_heigh_weight_plus,HIGHEST PAST WEIGHT,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_hi_wt_last_plus,"When were you LAST at your highest weight? _x000D_
(If unsure, please provide your best guess. The day of the month does not matter.)",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_hi_wt_start_plus,"When were you FIRST at your highest weight? _x000D_
(If unsure, please provide your best guess. The day of the month does not matter.)",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_high_low_bmi_plus,Difference between highest and lowest BMI,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_high_low_weight_plus,Difference between highest and lowest weight,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_his_binge_cog_plus,Total binge cognitions (history),ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_his_bmi_fem_met_plus,"<div class=""rich-text-field-label""><p>History Low Weight Step 2b)<br><span style=""font-weight: normal;"">Does the participant (female 19 and older) meet a history for having a BMI < 18.5?</span></p></div>",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_his_bmiz_fem_met_plus,"<div class=""rich-text-field-label""><p>History Low Weight Step 2a)<br><span style=""font-weight: normal;"">Does the participant (female younger than 19) meet a history for having less than a BMIz score of -1?</span></p></div>",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_his_lw_fem_plus,"<div class=""rich-text-field-label""><p>History Low Weight Step 3)<br><span style=""font-weight: normal;"">1 = has had a history of low weight, 0 = never had a significant low weight</span><br><span style=""font-weight: normal;"">(females)</span></p></div>",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_hist_comp_exerc_plus,History of Compensatory Exercise,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_hist_driven_exercise_plus,History of Driven Exercise,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_hist_eat_mo_plus,"When you were experiencing episodes of binge eating in the past, how many times PER MONTH (on average) in a 3 month period did you have a binge eating episode?",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_hist_fasting_plus,History of Fasting,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_hist_lax_diuret_plus,History of Laxatives or Diuretics,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_low_wt_cog_plus,LOW WEIGHT COGNITIONS,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_low_wt_compare_plus,"Regarding weight and relative to other people of your same age and gender, would you say you were:",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_lowest_age_plus,How old were you then? (Years),ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_lowest_dev_bmi_plus,Lowest developmental BMI,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_lowest_height_plus,How tall were you then? (give your best guess),ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_lowest_past_weight_plus,LOWEST PAST WEIGHT,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_lowest_times_plus,Think about the time when you were at your lowest weight relative to peers your same age and gender.,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_lowest_weight_plus,How much did you weigh then? (give your best guess),ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_lwt_self_worth_plus,"During the time when you were at this low weight, how dependent was your self-worth on your body shape or weight?",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_main_wt_time_plus,How long participant was at the weight their body has maintained for the longest period of time at their current height (days),ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_maintain_hi_wt_plus,Did you maintain this same weight for the entirety of the time you were first at your highest weight and last at your highest weight?,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_no_purge_time_plus,"Did the binge eating WITHOUT compensatory behaviors occur, on_x000D_
average, once a week for 3 months?",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_percent_wt_loss,Percentage of body weight lost during this time of significant weight loss,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_restrict_current_plus,"When was the LAST time you were deliberately trying to limit the amount of food you were eating to influence your shape or weight on most days in a month, regardless of your weight?_x000D_
(If unsure, please provide your best guess. The day of the month does not matter.)",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_restrict_days_plus,"How long it has been since the last time the participant was deliberately trying to limit the amount of food they were eating to influence their shape or weight on most days in a month, regardless of their weight (days)",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_restrict_no_low_plus,"Has there ever been a time when you were deliberately trying to limit the amount of food you were eating to influence your shape or weight on most days in a month, regardless of your weight?",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_self_worth_no_restrict_plus,"During the time when you were deliberately trying to limit the amount of food you were eating to influence your shape or weight on most days in a month, how dependent was your self-worth on your body shape or weight?",ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_setpoint_plus,SETPOINT WEIGHT,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_sex_plus,Sex assigned at birth?,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_stop_comp_ex_plus,How old were you when you stopped engaging in more intense exercise specifically to counteract the effects of overeating?,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_vomit_hist_plus,History of Vomiting,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_weight_loss_plus,WEIGHT LOSS,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_wt_before_corr_plus,Corrected weight before weight loss,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_wt_cur_hi_plus,Difference between current weight and highest past weight,ED 100K PLUS,,POWERED
Eating Disorder Behaviors,ed100kp_wt_lowest_corr_plus,Corrected weight at lowest point in weight loss,ED 100K PLUS,,POWERED
